Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
340,Pat Connaughton,33,CHO,SG,12,0,116,15.5,.623,.649,.243,3.9,18.9,11.4,8.9,2.1,0.8,6.8,15.8,0.2,0.1,0.3,.114,1.0,0.5,1.5,0.1,,connapa01
341,Dereck Lively II,21,DAL,C,7,4,115,14.9,.670,.000,.556,12.7,20.2,16.5,16.2,1.6,7.8,30.9,11.8,0.1,0.2,0.4,.147,-3.8,3.9,0.1,0.1,,livelde01
342,Jevon Carter,30,CHI,PG,8,0,114,14.3,.635,.837,.140,1.9,8.7,5.4,10.8,2.4,0.0,8.1,18.0,0.2,0.1,0.2,.101,0.5,-0.1,0.4,0.1,,carteje01
343,Jared McCain,21,PHI,SG,8,0,113,4.7,.432,.458,.083,1.0,6.9,3.9,11.1,0.8,0.0,7.4,19.9,-0.1,0.0,-0.1,-0.048,-6.1,-2.9,-9.1,-0.2,,mccaija01
344,Brooks Barnhizer,23,OKC,SG,15,0,112,9.4,.560,.118,.235,6.3,23.5,15.3,5.5,0.9,1.8,9.6,8.0,0.1,0.3,0.3,.146,-2.9,1.6,-1.2,0.0,,barnhbr01
345,Bronny James,21,LAL,SG,11,1,112,6.0,.364,.429,.071,4.5,5.1,4.8,21.0,3.4,0.9,21.7,14.1,-0.2,0.1,0.0,-0.015,-5.3,0.5,-4.8,-0.1,,jamesbr02
346,Olivier-Maxence Prosper,23,MEM,PF,11,0,111,14.5,.602,.290,.710,8.5,16.6,12.5,7.7,0.9,0.9,10.9,17.1,0.2,0.1,0.3,.121,-1.3,-1.5,-2.9,0.0,,prospol01
347,Gui Santos,23,GSW,PF,15,1,110,6.1,.505,.706,.176,10.9,12.0,11.5,6.5,1.7,0.8,23.1,18.3,-0.2,0.1,-0.1,-0.022,-6.0,-1.4,-7.5,-0.2,,santogu01
348,Duop Reath,29,POR,C,15,0,109,13.8,.781,.844,.000,1.9,8.3,4.9,5.3,0.9,0.8,5.9,12.3,0.3,0.0,0.3,.137,2.5,-0.8,1.7,0.1,,reathdu01
349,Branden Carlson,26,OKC,C,13,0,109,16.0,.567,.488,.122,6.4,16.4,11.7,10.4,0.9,7.5,6.5,18.3,0.1,0.3,0.4,.172,-1.3,1.2,-0.1,0.1,,carlsbr01
350,Kobe Brown,26,LAC,PF,11,0,108,10.1,.594,.577,.154,6.6,12.7,9.7,14.5,0.0,0.0,17.8,13.8,0.1,0.0,0.1,.032,-0.4,-2.6,-3.0,0.0,,brownko01
351,KJ Simpson,23,CHO,PG,8,0,105,8.1,.436,.372,.093,3.3,14.3,8.7,27.5,2.3,0.0,19.7,22.1,-0.2,0.1,-0.1,-0.060,-4.6,-1.0,-5.7,-0.1,,simpskj01
352,Quenton Jackson,27,IND,PG,5,3,101,21.0,.657,.324,.486,4.9,13.1,8.8,30.4,2.3,0.9,11.8,20.7,0.3,0.1,0.4,.182,3.0,2.0,5.0,0.2,,jacksqu01
353,Nigel Hayes-Davis,31,PHO,SF,13,0,100,5.3,.402,.375,.083,7.8,10.2,9.0,6.4,2.4,0.0,16.7,12.4,-0.1,0.1,0.0,-0.001,-6.0,-0.5,-6.5,-0.1,,hayesni01
354,Javon Small,23,MEM,PG,8,0,99,8.6,.525,.679,.357,1.1,7.6,4.3,30.5,0.0,1.0,19.8,16.9,0.0,0.0,0.0,.021,-2.0,-2.5,-4.5,-0.1,,smallja01
355,Blake Wesley,22,POR,SG,6,0,98,12.6,.469,.294,.294,2.1,13.9,7.7,27.0,4.8,0.9,15.4,18.3,0.0,0.1,0.1,.058,-4.3,3.5,-0.8,0.0,,weslebl01
356,Ben Saraf,19,BRK,SG,7,5,97,3.0,.377,.481,.296,3.3,12.7,7.7,24.7,1.0,0.0,22.8,17.5,-0.2,0.0,-0.2,-0.112,-6.8,-2.7,-9.5,-0.2,,sarafbe01
357,Jamison Battle,24,TOR,SF,14,0,96,16.2,.883,.630,.111,1.2,17.3,9.4,2.9,1.0,1.0,15.0,14.7,0.2,0.1,0.3,.154,2.8,0.5,3.3,0.1,,battlja01
358,Asa Newell,20,ATL,PF,12,0,96,15.5,.619,.529,.265,10.5,11.4,11.0,4.3,2.5,2.9,9.5,18.6,0.1,0.1,0.3,.132,-1.0,-0.7,-1.7,0.0,,newelas01
359,Rayan Rupert,21,POR,SG,12,0,96,5.7,.442,.500,.182,2.1,26.0,13.4,5.4,2.9,0.9,20.2,12.2,-0.1,0.1,0.0,-0.009,-6.8,1.0,-5.8,-0.1,,ruperra01
360,LeBron James,41,LAL,SF,3,3,96,20.4,.585,.300,.300,2.6,15.4,9.3,41.0,1.5,1.0,11.7,22.9,0.2,0.1,0.3,.170,3.4,0.8,4.2,0.2,,jamesle01
361,Kelly Olynyk,34,SAS,C,8,0,95,13.4,.589,.458,.542,9.8,17.0,13.5,24.9,1.5,0.0,23.2,17.3,0.1,0.1,0.2,.126,-1.5,1.2,-0.3,0.0,,olynyke01
362,Noah Penda,21,ORL,SF,10,0,94,20.2,.646,.259,.333,19.3,17.8,18.6,17.9,0.5,2.8,11.4,15.6,0.3,0.1,0.4,.226,3.5,-0.6,2.9,0.1,,pendano01
363,Bryce McGowens,23,NOP,SG,9,0,94,15.5,.659,.320,.760,2.2,9.0,5.3,10.7,1.5,2.3,8.3,16.1,0.2,0.0,0.2,.117,0.2,-0.8,-0.6,0.0,,mcgowbr01
364,Kyle Anderson,32,UTA,SF,5,0,93,15.8,.576,.000,.310,5.7,13.2,9.4,32.1,2.0,1.1,13.2,16.6,0.2,0.0,0.2,.113,-0.2,0.8,0.5,0.1,,anderky01
365,Brandon Miller,23,CHO,SF,4,4,93,16.7,.544,.545,.309,0.0,6.2,3.1,25.5,2.1,1.9,10.1,31.1,0.1,0.0,0.1,.062,-0.1,-1.3,-1.4,0.0,,millebr02
366,Taelon Peter,23,IND,SG,11,0,91,5.5,.395,.917,.125,4.3,13.3,8.6,21.4,1.0,2.0,24.0,15.0,-0.2,0.1,-0.1,-0.061,-4.3,-0.7,-5.0,-0.1,,peterta01
367,Chris Boucher,33,BOS,PF,8,0,91,7.7,.379,.545,.182,2.3,19.0,10.6,4.1,2.7,7.6,4.0,11.7,-0.1,0.2,0.1,.049,-6.3,2.8,-3.5,0.0,,bouchch01
368,Keshad Johnson,24,MIA,SF,8,0,91,9.3,.443,.455,.212,9.3,15.8,12.7,1.4,1.5,4.0,7.7,17.4,-0.1,0.2,0.1,.040,-4.6,-0.3,-4.9,-0.1,,johnske10
369,Dalen Terry,23,CHI,SG,10,0,90,10.2,.498,.350,.350,3.6,11.0,7.5,21.1,2.1,2.7,14.8,12.4,0.0,0.1,0.1,.058,-3.6,1.3,-2.3,0.0,,terryda01
370,Nick Smith Jr.,21,LAL,SG,6,0,90,9.7,.548,.486,.081,0.0,7.6,4.0,20.6,1.6,1.1,20.7,23.0,-0.1,0.1,0.0,-0.019,-2.5,-2.5,-5.1,-0.1,,smithni01
371,Tidjane Salaün,20,CHO,PF,7,0,83,9.7,.508,.632,.316,6.9,27.7,17.3,8.0,1.2,1.1,12.2,12.4,0.0,0.1,0.1,.047,-3.0,-1.1,-4.1,0.0,,salauti01
372,Obi Toppin,27,IND,PF,3,0,82,12.1,.526,.472,.250,3.6,22.8,12.7,10.1,1.7,0.0,13.1,23.0,-0.1,0.1,0.0,.014,-2.3,-0.7,-3.0,0.0,,toppiob01
373,Thomas Bryant,28,CLE,C,13,0,81,10.2,.433,.516,.097,7.8,19.3,13.4,3.5,2.3,4.5,5.8,17.5,-0.1,0.1,0.1,.033,-5.5,0.1,-5.5,-0.1,,bryanth01
374,Chris Youngblood,23,OKC,SG,16,0,80,7.5,.528,.864,.273,2.9,11.8,7.6,6.2,0.6,0.0,3.9,13.9,0.1,0.1,0.2,.120,-4.6,-1.0,-5.6,-0.1,,youngch01
375,Carter Bryant,20,SAS,PF,12,0,79,3.0,.382,.529,.088,4.4,19.1,12.0,0.0,1.8,1.2,14.5,22.2,-0.3,0.1,-0.2,-0.102,-8.0,-2.8,-10.9,-0.2,,bryanca01
376,Will Riley,19,WAS,SF,12,0,79,10.3,.450,.250,.250,4.0,15.6,9.9,17.2,1.8,0.0,10.1,15.6,0.0,0.0,0.0,-0.014,-2.9,-1.7,-4.6,-0.1,,rileywi01
377,Maxi Kleber,34,LAL,PF,6,0,78,6.9,.557,.556,.222,8.1,11.7,10.0,6.2,0.6,3.8,9.2,6.0,0.1,0.1,0.1,.090,-3.4,0.5,-2.8,0.0,,klebima01
378,Ariel Hukporti,23,NYK,C,11,2,74,7.8,.418,.000,.444,14.2,21.9,17.9,9.5,0.7,4.2,31.7,8.8,0.0,0.1,0.1,.041,-4.3,0.3,-4.0,0.0,,hukpoar01
379,Jordan McLaughlin,29,SAS,PG,8,0,74,15.1,.553,.625,.125,4.7,4.4,4.5,18.2,4.6,0.0,7.3,15.7,0.1,0.1,0.3,.166,-0.3,3.5,3.2,0.1,,mclaujo01
380,Luke Travers,24,CLE,SG,8,0,73,9.4,.311,.480,.360,5.8,16.8,11.2,10.1,3.9,4.9,3.3,16.9,-0.1,0.2,0.0,.020,-5.6,2.6,-3.1,0.0,,travelu01
381,Yang Hansen,20,POR,C,10,0,71,6.0,.394,.375,.250,7.2,17.6,12.1,13.7,0.0,5.0,16.5,23.7,-0.2,0.0,-0.1,-0.096,-6.7,-1.4,-8.1,-0.1,,yangha01
382,Julian Strawther,23,DEN,SG,9,0,71,7.7,.462,.533,.433,0.0,20.6,11.0,7.3,0.0,1.3,7.7,23.2,-0.1,0.1,0.0,-0.008,-6.5,-2.8,-9.3,-0.1,,strawju01
383,Jase Richardson,20,ORL,SG,11,0,68,13.1,.615,.478,.217,1.7,9.9,5.8,21.0,0.7,0.0,13.7,18.0,0.1,0.0,0.2,.107,0.1,-1.2,-1.1,0.0,,richaja02
384,Mason Plumlee,35,CHO,C,8,1,66,13.2,.847,.000,1.750,8.7,24.4,16.5,17.6,1.5,0.0,36.1,7.0,0.1,0.0,0.1,.101,-0.4,1.2,0.8,0.0,,plumlma01
385,Elijah Harkless,25,UTA,SG,7,0,66,7.5,.568,.636,.818,3.2,6.8,5.0,9.7,2.9,0.0,16.7,11.0,0.0,0.0,0.1,.046,-5.1,1.6,-3.5,0.0,,harklej01
386,Paul George,35,PHI,PF,3,3,66,17.6,.526,.516,.516,1.6,21.9,11.7,24.7,2.2,4.0,13.6,27.9,0.0,0.1,0.1,.068,1.0,1.7,2.6,0.1,,georgpa01
387,Devin Carter,23,SAC,PG,8,0,65,7.0,.366,.524,.238,5.1,15.9,10.4,17.7,4.4,1.4,20.5,19.2,-0.2,0.1,-0.1,-0.087,-6.5,1.9,-4.7,0.0,,cartede02
388,Xavier Tillman Sr.,27,BOS,C,8,0,65,15.3,.556,.444,.000,11.5,16.7,14.1,10.3,2.3,1.5,5.3,12.5,0.1,0.1,0.2,.159,0.6,1.4,2.0,0.1,,tillmxa01
389,Monte Morris,30,IND,PG,6,0,65,7.1,.414,.400,.200,1.5,10.2,5.6,20.5,0.7,1.4,8.4,15.0,-0.1,0.0,0.0,-0.018,-4.6,-1.9,-6.5,-0.1,,morrimo01
390,Zeke Nnaji,25,DEN,PF,8,1,62,7.8,.625,.692,.385,1.9,18.5,10.8,3.9,1.6,3.0,20.8,13.2,0.0,0.1,0.1,.064,-5.1,0.5,-4.7,0.0,,nnajize01
391,Ryan Nembhard,22,DAL,PG,6,0,62,5.1,.386,.273,.136,1.7,4.9,3.3,38.7,0.0,0.0,20.5,19.7,-0.1,0.0,-0.1,-0.082,-5.5,-3.0,-8.5,-0.1,,nembhry01
392,Tyler Herro,26,MIA,SG,2,2,62,30.0,.726,.212,.242,3.4,15.4,9.7,19.2,2.9,1.5,5.2,25.2,0.3,0.1,0.4,.297,9.0,5.1,14.1,0.3,,herroty01
393,Andre Jackson Jr.,24,MIL,SG,8,0,58,6.6,.324,.615,.154,5.8,5.9,5.9,26.8,3.3,1.6,22.4,13.4,-0.1,0.1,0.0,-0.007,-6.0,-0.1,-6.2,-0.1,,jacksan01
394,Cody Martin,30,IND,SF,4,0,55,3.1,.277,.500,.600,1.8,26.1,13.3,4.9,3.4,3.2,24.0,12.4,-0.2,0.1,-0.1,-0.092,-10.1,1.9,-8.2,-0.1,,martico01
395,GG Jackson II,21,MEM,PF,8,0,54,5.1,.313,.429,.321,5.8,22.0,13.8,5.3,3.5,1.8,5.9,26.1,-0.2,0.1,-0.2,-0.136,-9.7,-1.7,-11.3,-0.1,,jacksgg01
396,Lindy Waters III,28,SAS,SG,7,0,54,9.1,.567,.933,.000,2.2,13.9,8.3,7.3,0.9,0.0,0.0,11.8,0.1,0.1,0.1,.116,-1.3,-0.1,-1.4,0.0,,waterli01
397,Rasheer Fleming,21,PHO,PF,9,0,53,5.0,.368,.600,.200,14.8,12.8,13.8,4.9,0.9,1.8,12.1,19.4,-0.1,0.0,0.0,-0.030,-7.9,-3.8,-11.6,-0.1,,flemira01
398,Jae'Sean Tate,30,HOU,SF,9,0,53,4.2,.500,.308,.000,2.1,14.6,8.4,2.4,0.9,0.0,7.1,10.9,0.0,0.1,0.1,.055,-8.1,-0.4,-8.5,-0.1,,tateja01
399,Jalen Pickett,26,DEN,SG,7,1,53,8.6,.583,.467,.067,4.5,9.8,7.3,16.6,0.0,0.0,20.6,15.6,0.0,0.0,0.0,.045,-2.2,-2.1,-4.2,0.0,,pickeja02
400,Bobi Klintman,22,DET,SF,6,0,53,4.2,.381,.524,.143,10.4,22.3,16.5,9.8,1.8,0.0,18.3,21.2,-0.2,0.1,-0.1,-0.069,-8.6,-2.1,-10.7,-0.1,,klintbo01
401,Drew Peterson,26,CHO,PF,4,0,53,1.2,.168,.786,.143,4.3,10.9,7.6,4.7,2.7,1.7,0.0,11.7,-0.2,0.0,-0.1,-0.106,-8.8,-1.4,-10.2,-0.1,,peterdr01
402,JD Davison,23,HOU,PG,7,0,52,18.8,.776,.583,.167,0.0,2.1,1.1,20.7,2.9,1.9,0.0,10.2,0.2,0.1,0.3,.246,3.5,3.6,7.1,0.1,,davisjd01
403,David Jones García,24,SAS,SF,6,0,49,22.5,.542,.105,.263,9.5,15.4,12.5,39.5,3.9,1.9,12.4,21.0,0.1,0.1,0.2,.207,3.1,3.3,6.4,0.1,,jonesda06
404,Matisse Thybulle,28,POR,SG,4,0,49,21.5,.850,.600,.400,0.0,9.3,4.4,8.3,9.6,0.0,7.8,10.3,0.2,0.1,0.3,.268,0.4,10.4,10.9,0.2,,thybuma01
405,Jordan Miller,26,LAC,SF,3,0,49,18.6,.717,.563,.500,7.3,11.7,9.5,9.4,1.0,0.0,13.3,20.3,0.1,0.0,0.1,.140,4.8,-2.8,2.0,0.1,,millejo02
406,Malaki Branham,22,WAS,SG,7,0,48,17.7,.628,.529,.706,6.6,12.8,9.8,14.9,1.0,0.0,11.9,22.0,0.1,0.0,0.1,.104,1.4,-2.4,-1.0,0.0,,branhma01
407,Bismack Biyombo,33,SAS,C,6,0,46,3.6,.500,.000,.000,5.1,9.4,7.3,5.1,3.2,2.0,50.0,3.7,0.0,0.1,0.1,.060,-6.4,2.8,-3.6,0.0,,biyombi01
408,Eric Gordon,37,PHI,SG,4,0,44,15.8,1.000,.667,.000,2.5,2.5,2.5,9.8,3.3,0.0,25.0,11.4,0.1,0.0,0.1,.128,2.2,0.8,3.0,0.1,,gordoer01
409,Wendell Moore Jr.,24,DET,SG,3,0,43,7.7,.500,.167,.000,2.6,7.5,5.1,8.4,2.2,2.3,14.3,6.7,0.0,0.1,0.1,.067,-3.9,1.3,-2.6,0.0,,moorewe01
410,Yanic Konan Niederhauser,22,LAC,C,9,0,42,25.1,.713,.000,.571,19.8,13.6,16.6,12.4,0.0,4.6,10.2,20.5,0.2,0.0,0.2,.209,3.4,-1.6,1.8,0.0,,konanya01
411,Jaden Ivey,23,DET,SG,3,0,42,17.7,.533,.440,.200,5.3,15.4,10.4,11.2,2.3,0.0,6.8,28.6,0.0,0.1,0.1,.104,-0.1,-1.7,-1.8,0.0,,iveyja01
412,AJ Johnson,21,WAS,SG,8,0,38,1.3,.274,.182,.364,5.6,8.1,6.8,13.0,0.0,0.0,7.3,15.1,-0.1,0.0,-0.1,-0.141,-7.7,-4.7,-12.4,-0.1,,johnsaj01
413,Khaman Maluach,19,PHO,C,8,0,38,6.1,.618,.429,1.143,3.0,14.9,8.9,3.3,0.0,10.0,32.2,17.0,-0.1,0.0,0.0,-0.004,-10.4,1.2,-9.1,-0.1,,maluakh01
414,Caleb Houstan,23,ATL,SF,7,0,38,11.8,.690,.727,.273,8.8,2.9,5.8,6.9,1.2,2.5,19.6,17.1,0.0,0.0,0.1,.088,-1.5,-2.2,-3.6,0.0,,houstca01
415,Joan Beringer,19,MIN,PF,9,0,37,16.3,.731,.000,.273,6.1,29.0,17.8,0.0,1.3,4.8,14.0,16.3,0.1,0.1,0.1,.160,-4.0,1.1,-2.9,0.0,,berinjo01
416,Leonard Miller,22,MIN,SF,8,0,37,10.3,.528,.417,.417,3.0,29.0,16.3,15.2,2.6,0.0,22.0,20.7,-0.1,0.1,0.0,.026,-7.3,0.9,-6.4,0.0,,millele01
417,Johnny Furphy,21,IND,SG,3,0,37,4.9,.667,.500,.000,2.7,14.9,8.5,0.0,2.6,0.0,33.3,10.0,0.0,0.0,0.0,-0.015,-6.9,1.3,-5.6,0.0,,furphjo01
418,Mohamed Diawara,20,NYK,SF,11,0,35,7.6,.506,.556,.222,6.0,16.6,11.0,18.1,2.8,3.0,28.8,16.4,0.0,0.1,0.0,.005,-5.0,1.1,-3.9,0.0,,diawamo01
419,Jonathan Mogbo,24,TOR,PF,7,0,35,11.6,.500,.000,.000,9.9,18.9,14.5,13.9,1.4,5.6,14.3,8.5,0.0,0.1,0.1,.130,-1.4,2.1,0.7,0.0,,mogbojo01
420,Nolan Traoré,19,BRK,PG,4,0,35,2.3,.354,.667,.222,0.0,3.5,1.6,19.7,2.8,0.0,16.8,14.6,-0.1,0.0,-0.1,-0.090,-8.3,-2.0,-10.3,-0.1,,traorno01
421,Mac McClung,27,IND,SG,3,0,34,13.2,.481,.556,.222,0.0,13.0,6.1,5.1,7.0,2.6,9.2,26.2,-0.1,0.1,0.0,.009,-5.6,6.0,0.4,0.0,,mccluma01
422,Jamir Watkins,24,WAS,SG,5,0,33,7.6,.619,.500,.250,3.2,15.5,9.5,0.0,0.0,2.6,10.1,12.5,0.0,0.0,0.0,.021,-5.9,-3.9,-9.9,-0.1,,watkija01
423,Dylan Cardwell,24,SAC,C,3,1,33,2.6,.363,.167,.333,6.6,10.4,8.5,0.0,2.9,8.5,22.5,11.5,-0.1,0.0,0.0,-0.059,-12.1,0.3,-11.8,-0.1,,cardwdy01
424,Jamal Cain,26,ORL,SF,5,0,31,5.7,.450,.625,.250,7.3,7.2,7.3,8.4,1.5,2.8,18.4,14.7,0.0,0.0,0.0,-0.001,-6.7,-1.6,-8.2,0.0,,cainja01
425,Charles Bassey,25,MEM,C,2,0,31,12.7,.376,.000,.375,23.6,27.9,25.7,8.8,1.5,3.1,9.7,13.8,0.0,0.0,0.0,.077,-3.3,-1.1,-4.4,0.0,,bassech01
426,Jalen Green,23,PHO,SG,2,2,30,29.1,.615,.609,.217,7.5,7.6,7.5,26.4,3.2,0.0,7.4,37.7,0.1,0.0,0.1,.212,10.7,0.8,11.5,0.1,,greenja05
427,Jahmyl Telfort,24,LAC,PF,7,0,29,-5.4,.087,1.000,1.000,0.0,11.8,6.0,4.2,1.7,0.0,14.8,10.3,-0.1,0.0,-0.1,-0.202,-12.0,-2.3,-14.3,-0.1,,telfoja01
428,Tyson Etienne,26,BRK,PG,6,0,28,-7.7,.231,.846,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,-0.1,0.0,-0.2,-0.280,-13.8,-7.5,-21.3,-0.1,,etienty01
429,Dario Šarić,31,SAC,C,3,0,28,5.1,.425,.400,.400,3.9,16.4,10.0,8.7,0.0,0.0,14.5,10.5,0.0,0.0,0.0,-0.032,-3.5,-2.1,-5.6,0.0,,saricda01
430,PJ Hall,23,MEM,C,7,0,27,19.0,.630,.333,.333,11.6,24.0,17.7,11.5,0.0,7.0,8.8,17.4,0.1,0.0,0.1,.161,1.6,0.0,1.7,0.0,,hallpj01
431,E.J. Liddell,25,BRK,PF,6,0,27,9.9,.487,.727,.273,8.0,27.3,17.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,.021,-2.9,-5.0,-7.9,0.0,,liddeej01
432,Mark Sears,23,MIL,PG,7,0,26,15.1,.666,.615,.615,4.3,4.4,4.4,11.7,0.0,0.0,19.5,34.4,0.0,0.0,0.0,.022,2.4,-4.4,-2.0,0.0,,searsma01
433,Hunter Tyson,25,DEN,PF,6,0,25,1.3,.113,.625,.250,4.8,41.7,24.5,8.6,1.9,0.0,0.0,15.1,-0.1,0.1,-0.1,-0.097,-9.9,-1.9,-11.8,-0.1,,tysonhu01
434,Jamaree Bouyea,26,PHO,PG,3,0,25,22.4,.850,.700,.000,0.0,4.5,2.3,6.3,0.0,3.8,0.0,16.7,0.1,0.0,0.1,.235,8.5,1.3,9.8,0.1,,bouyeja01
435,Johni Broome,23,PHI,PF,4,0,24,9.4,.286,.143,.000,22.7,18.6,20.6,18.1,4.0,0.0,12.5,27.9,-0.1,0.0,-0.1,-0.128,-5.6,-4.1,-9.7,0.0,,broomjo01
436,Javonte Cooke,26,POR,SG,3,0,24,0.6,.350,.400,.000,4.3,0.0,2.2,17.0,2.0,0.0,23.1,21.4,-0.1,0.0,-0.1,-0.181,-7.7,-3.7,-11.4,-0.1,,cookeja01
437,Jeff Green,39,HOU,PF,6,0,23,17.2,.750,1.000,.000,4.9,9.6,7.3,0.0,0.0,4.4,0.0,14.3,0.1,0.0,0.1,.215,4.6,-1.5,3.1,0.0,,greenje02
438,Joe Ingles,38,MIN,SF,6,0,23,5.2,.000,1.000,.000,0.0,0.0,0.0,29.9,2.1,0.0,0.0,3.7,0.0,0.0,0.0,.061,-3.2,1.6,-1.7,0.0,,inglejo01
439,DeAndre Jordan,37,NOP,C,2,1,23,18.7,.765,.000,.400,18.0,31.6,24.3,0.0,0.0,0.0,14.5,12.5,0.1,0.0,0.1,.125,2.0,-3.2,-1.2,0.0,,jordade01
440,Orlando Robinson,25,ORL,C,3,1,22,14.9,.700,.400,.000,10.3,5.1,7.7,12.5,2.2,0.0,0.0,9.5,0.1,0.0,0.1,.203,0.5,-0.1,0.4,0.0,,robinor01
441,Amari Williams,24,BOS,PF,3,0,22,12.4,.521,.000,1.000,4.8,19.7,12.2,5.4,2.3,8.9,0.0,5.6,0.0,0.0,0.1,.140,-2.4,3.0,0.6,0.0,,william01
442,Tolu Smith,25,DET,PF,2,0,22,36.4,.767,.000,.875,20.1,34.3,27.3,14.5,2.2,4.5,8.3,22.6,0.1,0.1,0.2,.410,9.9,3.6,13.5,0.1,,smithto05
443,Pacome Dadiet,20,NYK,SG,8,0,21,3.6,.291,.500,.333,0.0,27.6,13.1,11.1,0.0,0.0,0.0,13.6,0.0,0.0,0.0,-0.025,-7.7,-1.8,-9.4,0.0,,dadiepa01
444,Johnny Juzang,24,MIN,SG,7,0,21,4.8,.455,.778,.222,5.3,10.2,7.8,6.5,0.0,0.0,9.2,21.8,0.0,0.0,0.0,-0.031,-5.7,-4.1,-9.9,0.0,,juzanjo01
445,Antonio Reeves,25,CHO,SG,2,0,21,12.7,.750,.833,.000,5.4,5.5,5.5,0.0,0.0,0.0,0.0,11.9,0.1,0.0,0.0,.110,2.9,-1.3,1.6,0.0,,reevean01
446,James Wiseman,24,IND,C,1,1,20,5.3,.667,.000,.000,19.8,0.0,10.4,0.0,0.0,4.5,50.0,12.3,0.0,0.0,0.0,-0.077,-9.0,-4.4,-13.4,-0.1,,wisemja01
447,Anthony Gill,33,WAS,PF,6,0,18,23.2,.962,.200,.800,11.7,17.1,14.4,0.0,0.0,0.0,22.8,20.3,0.1,0.0,0.1,.180,3.5,-2.6,0.9,0.0,,gillan01
448,Isaac Jones,25,2TM,PF,4,1,18,7.2,.512,.500,.500,12.2,0.0,6.2,7.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,.071,-6.1,-2.6,-8.7,0.0,,jonesis01
448,Isaac Jones,25,SAC,PF,3,1,17,5.6,.521,.500,1.000,12.9,0.0,6.6,7.4,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.063,-6.3,-2.2,-8.5,0.0,,jonesis01
448,Isaac Jones,25,DET,PF,1,0,1,34.8,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,0.0,0.0,0.0,.207,-2.6,-10.1,-12.7,0.0,,jonesis01
449,Hunter Sallis,22,PHI,SG,5,0,17,2.1,.644,.000,.667,0.0,6.5,3.2,23.9,0.0,5.2,50.8,19.4,-0.1,0.0,-0.1,-0.167,-7.4,-2.5,-9.9,0.0,,sallihu01
450,Jacob Toppin,25,ATL,SF,5,0,17,15.3,.667,.000,.000,0.0,6.5,3.3,8.9,0.0,5.5,0.0,15.0,0.0,0.0,0.0,.122,-0.3,0.2,0.0,0.0,,toppija01
